study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA222268	SRP030628	SAMN02369593	SRS488297	SRX361156	SRR1004321	SRA104861	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	8467944	846794400	GEO	2014-06-17	2015-06-19	Illumina HiSeq 2000 sequencing; GSM1241387: human_40_M; Homo sapiens; RNA-Seq	Conserved expression of lincRNA during human and macaque prefrontal cortex development and maturation	GSE51264	GSM1241387	GSM1241387_r1	685791392	10ac866fa96ffe50002ed2d43ae3b4b4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/001/SRR1004321/SRR1004321.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/001/SRR1004321/SRR1004321.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/001/SRR1004321/SRR1004321.fastq.gz							535426367	f8d74ca59d299aa533914edbb63f8ffb	ftp.sra.ebi.ac.uk/vol1/srr/SRR100/001/SRR1004321	fasp.sra.ebi.ac.uk:/vol1/srr/SRR100/001/SRR1004321	ftp.sra.ebi.ac.uk/vol1/srr/SRR100/001/SRR1004321				GSM1241387		human_40_M		2014-06-16
PRJNA223168	SRP031868	SAMN02378275	SRS493171	SRX367048	SRR1015620	SRA107319	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer IIx			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	37107919	2783093925	Yale School of Medicine	2014-03-24	2016-06-28	Illumina Genome Analyzer IIx sequencing; HSB121_STC_L	Bilaterality of Human Neocortical Topographic Gene Expression	PRJNA223168	HSB121_STC_L	HSB121_STC_L	2215489445	0837e635f67dd7189d62f4a552999415	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/000/SRR1015620/SRR1015620.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/000/SRR1015620/SRR1015620.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/000/SRR1015620/SRR1015620.fastq.gz							1620475579	3acdae6436c1a92ba2f4a5f39a9a9cf1	ftp.sra.ebi.ac.uk/vol1/srr/SRR101/000/SRR1015620	fasp.sra.ebi.ac.uk:/vol1/srr/SRR101/000/SRR1015620	ftp.sra.ebi.ac.uk/vol1/srr/SRR101/000/SRR1015620				HSB121_STC_L		HSB121_STC_L		2014-03-24
PRJNA229824	SRP033291	SAMN02388199	SRS498594	SRX373176	SRR1033612	SRA091951	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 1000	GM_GH1	243	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	33318469	6402308089	University of New South Wales	2014-01-14	2015-06-19	Illumina HiSeq 1000 paired end sequencing; Unique Transcriptome Patterns of the White and Grey Matter Corroborate Structural and Functional Heterogeneity in the Human Frontal Lobe	Homo sapiens Transcriptome or Gene expression	PRJNA229824	Frontal lobe	GM_GH1	171896439;1282090706;1390319602;	0cdb7c036f26bf724030c3101dab706e;b34f1378c2e1e2c6b92d5b6cf509175f;f75f75b74526fb47bdea8e389a80c127;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR1033612/SRR1033612.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR1033612/SRR1033612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR1033612/SRR1033612_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/002/SRR1033612/SRR1033612.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/002/SRR1033612/SRR1033612_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/002/SRR1033612/SRR1033612_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR1033612/SRR1033612.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR1033612/SRR1033612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR1033612/SRR1033612_2.fastq.gz;							2530583628	3c660111927ad24d9ec88858c5ff8df9	ftp.sra.ebi.ac.uk/vol1/srr/SRR103/002/SRR1033612	fasp.sra.ebi.ac.uk:/vol1/srr/SRR103/002/SRR1033612	ftp.sra.ebi.ac.uk/vol1/srr/SRR103/002/SRR1033612				GM1_1		Generic sample from H.sapiens	20	2014-01-14
PRJNA229824	SRP033291	SAMN02388200	SRS506984	SRX380250	SRR1033613	SRA091951	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 1000	GM_GH3	222	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	7893909	1464096525	University of New South Wales	2014-01-14	2015-06-19	Illumina HiSeq 1000 paired end sequencing; Unique Transciptome Patterns of the White and Grey Matter Corroborate Structural and Functional Heterogeneity in the Human Frontal Lobe	Homo sapiens Transcriptome or Gene expression	PRJNA229824	Grey Matter Frontal Lobe	GM_GH3	58017908;289377489;314032958;	4dfa23b7a8e6b41d36918fb886f440fa;5e6b51d6473b3501675a8b6801c5faeb;4bd505b19e8760dbcbf0851ccdff0359;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/003/SRR1033613/SRR1033613.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/003/SRR1033613/SRR1033613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/003/SRR1033613/SRR1033613_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/003/SRR1033613/SRR1033613.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/003/SRR1033613/SRR1033613_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/003/SRR1033613/SRR1033613_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/003/SRR1033613/SRR1033613.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/003/SRR1033613/SRR1033613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/003/SRR1033613/SRR1033613_2.fastq.gz;							588879743	581c83369c5f8d74e0ea42a4165e7694	ftp.sra.ebi.ac.uk/vol1/srr/SRR103/003/SRR1033613	fasp.sra.ebi.ac.uk:/vol1/srr/SRR103/003/SRR1033613	ftp.sra.ebi.ac.uk/vol1/srr/SRR103/003/SRR1033613				GM2_2		Generic sample from H.sapiens	20	2014-01-14
PRJNA229824	SRP033291	SAMN02388202	SRS506986	SRX380252	SRR1033621	SRA091951	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 1000	WM_GH2	202	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	5075181	962468616	University of New South Wales	2014-01-14	2015-06-19	Illumina HiSeq 1000 paired end sequencing; Unique Transciptome Patterns of the White and Grey Matter Corroborate Structural and Functional Heterogeneity in the Human Frontal Lobe	Homo sapiens Transcriptome or Gene expression	PRJNA229824	White Matter Frontal Lobe	WM_GH2	30232020;209628211;225754784;	2de224a70ebfa56b5b80d3961f0b3f04;f0a8008f42a9656f1354a01ed964ae89;99f2b32fbeef0b3fc98a6a13945f54c8;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR1033621/SRR1033621.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR1033621/SRR1033621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR1033621/SRR1033621_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/001/SRR1033621/SRR1033621.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/001/SRR1033621/SRR1033621_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/001/SRR1033621/SRR1033621_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR1033621/SRR1033621.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR1033621/SRR1033621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR1033621/SRR1033621_2.fastq.gz;							383991980	f67eb88833e9ea7b4cb77b24c4630506	ftp.sra.ebi.ac.uk/vol1/srr/SRR103/001/SRR1033621	fasp.sra.ebi.ac.uk:/vol1/srr/SRR103/001/SRR1033621	ftp.sra.ebi.ac.uk/vol1/srr/SRR103/001/SRR1033621				WM1_4		Generic sample from H.sapiens	20	2014-01-14
PRJNA229824	SRP033291	SAMN02388201	SRS506985	SRX381023	SRR1035125	SRA091951	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 1000	GM_BH13	245	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	78604502	14258502593	University of New South Wales	2014-01-14	2015-06-19	Illumina HiSeq 1000 paired end sequencing; Unique Transciptome Patterns of the White and Grey Matter Corroborate Structural and Functional Heterogeneity in the Human Frontal Lobe	Homo sapiens Transcriptome or Gene expression	PRJNA229824	Grey Matter 3	GM_BH13	1056907633;3809512825;3807801715;	64c4256cda62fc00052a4ad43bc1b8ad;c6d20e23ca1a9a854e6e6c6ec81f540a;9a640a86eb8b1f0df1bb027344e4ade7;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/005/SRR1035125/SRR1035125.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/005/SRR1035125/SRR1035125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/005/SRR1035125/SRR1035125_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/005/SRR1035125/SRR1035125.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/005/SRR1035125/SRR1035125_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR103/005/SRR1035125/SRR1035125_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/005/SRR1035125/SRR1035125.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/005/SRR1035125/SRR1035125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/005/SRR1035125/SRR1035125_2.fastq.gz;							7522811825	2d96e85794de5d7c46a7695aab52c023	ftp.sra.ebi.ac.uk/vol1/srr/SRR103/005/SRR1035125	fasp.sra.ebi.ac.uk:/vol1/srr/SRR103/005/SRR1035125	ftp.sra.ebi.ac.uk/vol1/srr/SRR103/005/SRR1035125				GM3_3		Generic sample from H.sapiens	20	2014-01-14
PRJNA231202	SRP033725	SAMN02441946	SRS513906	SRX390435	SRR1047813	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	23112234	2357447868	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288369: BD HGB_1; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288369	GSM1288369_r1	884512894;909718380;	15425aacc2a27c404de52ec90cc57da9;79bc71071bf7e6d40d0f33e815cc3cd0;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR1047813/SRR1047813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR1047813/SRR1047813_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/003/SRR1047813/SRR1047813_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/003/SRR1047813/SRR1047813_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR1047813/SRR1047813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR1047813/SRR1047813_2.fastq.gz;							1043817900	e88b547ea97ac76a81c43cc76c14abeb	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/003/SRR1047813	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/003/SRR1047813	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/003/SRR1047813				GSM1288369		BD HGB_1		2014-04-16
PRJNA231202	SRP033725	SAMN02441946	SRS513906	SRX390435	SRR1047814	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	22151794	2835429632	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288369: BD HGB_1; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288369	GSM1288369_r2	1139482586;1153042476;	88c120985e69bd9644dc31dec14be04b;82a3974c969147d5d7388076301e9dbc;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR1047814/SRR1047814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR1047814/SRR1047814_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/004/SRR1047814/SRR1047814_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/004/SRR1047814/SRR1047814_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR1047814/SRR1047814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR1047814/SRR1047814_2.fastq.gz;							1467268051	6d34c5f565eca913ea88626d8e27d83f	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/004/SRR1047814	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/004/SRR1047814	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/004/SRR1047814				GSM1288369		BD HGB_1		2014-04-16
PRJNA231202	SRP033725	SAMN02441946	SRS513906	SRX390435	SRR1047815	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	27321562	3497159936	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288369: BD HGB_1; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288369	GSM1288369_r3	1362678616;1380477755;	3339cd4a2ff20d8d02adb6fb26836481;28bb61df97aa99635605bd05456f2fc0;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR1047815/SRR1047815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR1047815/SRR1047815_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/005/SRR1047815/SRR1047815_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/005/SRR1047815/SRR1047815_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR1047815/SRR1047815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR1047815/SRR1047815_2.fastq.gz;							1734711103	f008c228ecab9a96a79b66a6c38efbca	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/005/SRR1047815	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/005/SRR1047815	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/005/SRR1047815				GSM1288369		BD HGB_1		2014-04-16
PRJNA231202	SRP033725	SAMN02441946	SRS513906	SRX390435	SRR1047816	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	27099585	3468746880	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288369: BD HGB_1; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288369	GSM1288369_r4	1349658454;1367991426;	1f14b55a30a7b32fd24583e00a712bdf;b33f965a9b5652baf37d0cf2f9c61c19;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR1047816/SRR1047816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR1047816/SRR1047816_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/006/SRR1047816/SRR1047816_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/006/SRR1047816/SRR1047816_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR1047816/SRR1047816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR1047816/SRR1047816_2.fastq.gz;							1717512940	6fa03068225177fb5f84738ebd67ef99	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/006/SRR1047816	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/006/SRR1047816	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/006/SRR1047816				GSM1288369		BD HGB_1		2014-04-16
PRJNA231202	SRP033725	SAMN02441946	SRS513906	SRX390435	SRR1047817	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	30984650	3966035200	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288369: BD HGB_1; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288369	GSM1288369_r5	1554848627;1581087210;	5b87f20024e630825b0b339eb7add730;4ea92ed3f52a98b3dc2f6e102a5d689e;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR1047817/SRR1047817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR1047817/SRR1047817_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/007/SRR1047817/SRR1047817_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/007/SRR1047817/SRR1047817_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR1047817/SRR1047817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR1047817/SRR1047817_2.fastq.gz;							2000194145	511e0a76efd9208c68a4d8866dd023dd	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/007/SRR1047817	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/007/SRR1047817	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/007/SRR1047817				GSM1288369		BD HGB_1		2014-04-16
PRJNA231202	SRP033725	SAMN02441929	SRS513907	SRX390436	SRR1047818	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	24793110	2528897220	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288370: BD HGB_2; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288370	GSM1288370_r1	921024802;970117905;	34d0eaa138799ed0cc9769f8d06cdd62;89faf55c1b6e74c4e25ce66c1f11968e;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR1047818/SRR1047818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR1047818/SRR1047818_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/008/SRR1047818/SRR1047818_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/008/SRR1047818/SRR1047818_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR1047818/SRR1047818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR1047818/SRR1047818_2.fastq.gz;							1086062273	fd95e41b6248e862e854da89267999e1	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/008/SRR1047818	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/008/SRR1047818	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/008/SRR1047818				GSM1288370		BD HGB_2		2014-04-16
PRJNA231202	SRP033725	SAMN02441929	SRS513907	SRX390436	SRR1047819	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	24157268	3092130304	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288370: BD HGB_2; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288370	GSM1288370_r2	1210376434;1260062301;	2f752ff40153c2c42b58b9d36c15e535;533933de2c16c059156f4ba92465ab39;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR1047819/SRR1047819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR1047819/SRR1047819_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/009/SRR1047819/SRR1047819_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/009/SRR1047819/SRR1047819_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR1047819/SRR1047819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/009/SRR1047819/SRR1047819_2.fastq.gz;							1590041352	56e8312e191cadc47af0268fbd03b291	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/009/SRR1047819	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/009/SRR1047819	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/009/SRR1047819				GSM1288370		BD HGB_2		2014-04-16
PRJNA231202	SRP033725	SAMN02441929	SRS513907	SRX390436	SRR1047820	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	24436610	3127886080	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288370: BD HGB_2; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288370	GSM1288370_r3	1244690856;1289210566;	256ce7151987eb952cfd83d5036cb4e8;00dc91ba94dc39c39686bc4a6c0c85f0;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR1047820/SRR1047820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR1047820/SRR1047820_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/000/SRR1047820/SRR1047820_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/000/SRR1047820/SRR1047820_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR1047820/SRR1047820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR1047820/SRR1047820_2.fastq.gz;							1625840478	17bdf501bbdca5cc1b9f38994f2de760	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/000/SRR1047820	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/000/SRR1047820	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/000/SRR1047820				GSM1288370		BD HGB_2		2014-04-16
PRJNA231202	SRP033725	SAMN02441929	SRS513907	SRX390436	SRR1047821	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	23510234	3009309952	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288370: BD HGB_2; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288370	GSM1288370_r4	1219027595;1183904022;	b252e7d835c1f98ce6ff567e05aeb563;2c61342be1227e03cc7892213e270e9b;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR1047821/SRR1047821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR1047821/SRR1047821_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/001/SRR1047821/SRR1047821_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/001/SRR1047821/SRR1047821_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR1047821/SRR1047821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR1047821/SRR1047821_2.fastq.gz;							1561080921	2b0a638423d3ae5021dd2e5b37938030	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/001/SRR1047821	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/001/SRR1047821	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/001/SRR1047821				GSM1288370		BD HGB_2		2014-04-16
PRJNA231202	SRP033725	SAMN02441929	SRS513907	SRX390436	SRR1047822	SRA115840	9606	Homo sapiens	ILLUMINA	Illumina Genome Analyzer II			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	26640315	3409960320	GEO	2014-04-16	2015-06-19	Illumina Genome Analyzer II sequencing; GSM1288370: BD HGB_2; Homo sapiens; RNA-Seq	RNA-sequencing of the brain transcriptome implicates dysregulation of neuroplasticity, circadian rhythms, and GTPase binding in bipolar disorder	GSE53239	GSM1288370	GSM1288370_r5	1364674936;1370334873;	e3039093c2c01280e48bcd0212506de6;fe8c2b21f11418d3d38c40ba66e8ebb7;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/002/SRR1047822/SRR1047822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/002/SRR1047822/SRR1047822_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/002/SRR1047822/SRR1047822_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR104/002/SRR1047822/SRR1047822_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/002/SRR1047822/SRR1047822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/002/SRR1047822/SRR1047822_2.fastq.gz;							1744775656	0fe3c67a118d15b28739d0967340352d	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/002/SRR1047822	fasp.sra.ebi.ac.uk:/vol1/srr/SRR104/002/SRR1047822	ftp.sra.ebi.ac.uk/vol1/srr/SRR104/002/SRR1047822				GSM1288370		BD HGB_2		2014-04-16
